Sex,Agemos,L,M,S,P3,P5,P10,P25,P50,P75,P90,P95,P97
2,212.5,1.032977233,163.0728768,0.039699945,150.8812435,152.412379,154.7690427,158.7042942,163.0728768,167.437603,171.362784,173.710425,175.2344971
2,213.5,1.036759475,163.0882404,0.039696623,150.8947102,152.4262827,154.7835054,158.7193886,163.0882404,167.4527938,171.3774521,173.7246179,175.2483174
2,214.5,1.040452117,163.1029943,0.039693415,150.9076191,152.4396177,154.7973849,158.7338824,163.1029943,167.4673763,171.3915221,173.7382228,175.2615577
2,215.5,1.044055774,163.1171673,0.039690313,150.9199994,152.4524128,154.81071,158.7478045,163.1171673,167.4813792,171.4050225,173.751268,175.2742464
2,216.5,1.047571238,163.1307866,0.039687311,150.9318778,152.464695,154.8235077,158.7611821,163.1307866,167.4948296,171.4179802,173.7637802,175.2864101
2,217.5,1.050999451,163.1438776,0.039684402,150.9432795,152.4764895,154.8358035,158.7740404,163.1438776,167.5077529,171.4304205,173.7757847,175.2980736
2,218.5,1.054341482,163.1564644,0.039681581,150.9542279,152.4878198,154.8476208,158.7864036,163.1564644,167.520173,171.4423671,173.787305,175.3092608
2,219.5,1.057598512,163.1685697,0.039678842,150.9647448,152.498708,154.8589821,158.798294,163.1685697,167.5321128,171.4538427,173.7983636,175.3199938
2,220.5,1.060771808,163.1802146,0.039676182,150.9748507,152.5091747,154.8699082,158.8097328,163.1802146,167.5435933,171.4648684,173.8089816,175.3302936
2,221.5,1.063862715,163.1914194,0.039673596,150.9845649,152.5192393,154.8804186,158.8207399,163.1914194,167.554635,171.4754644,173.8191789,175.3401801
